gene,score,logfc,pval,padj,pct_grp,pct_ref,delta_pct
DCBLD1,27.988281,3.0370874,2.256516840219649e-172,8.996570408718862e-171,0.5835214446952596,0.04925650557620818,0.5342649391190514
DEF8,27.981274,1.5120556,2.746120040267763e-172,1.0936669583656161e-170,0.8702031602708804,0.30111524163568776,0.5690879186351927
RPL18,27.979788,0.45283517,2.862903272633555e-172,1.1389376062868272e-170,0.9983069977426636,0.9972118959107806,0.0010951018318829941
C20orf27,27.974775,1.8367172,3.2944215600940456e-172,1.309183812154637e-170,0.7460496613995485,0.1854089219330855,0.560640739466463
TRAPPC2L,27.972935,1.2720791,3.468705797681524e-172,1.3769482884505833e-170,0.9559819413092551,0.5069702602230484,0.4490116810862067
SMC4,27.963238,1.7116762,4.551057158645401e-172,1.804644550448772e-170,0.84255079006772,0.28810408921933084,0.5544467008483892
PWP1,27.956045,1.492822,5.566145004873775e-172,2.204771722709742e-170,0.876410835214447,0.3201672862453532,0.5562435489690938
LEPROTL1,27.951529,1.5863756,6.316152906463019e-172,2.4991480689356376e-170,0.7940180586907449,0.20724907063197026,0.5867689880587746
NDUFB8,27.94213,0.96708965,8.216653174677073e-172,3.247618857377763e-170,0.9830699774266366,0.7857806691449815,0.19728930828165514
METTL26,27.921755,1.3419487,1.4525991585820657e-171,5.735181143916246e-170,0.9362302483069977,0.43866171003717475,0.497568538269823
UBE2V2,27.89313,1.4528774,3.2325500633139107e-171,1.27490659824665e-169,0.9012415349887133,0.32853159851301117,0.5727099364757021
MVP,27.891615,1.3556596,3.3722441418330485e-171,1.3285698126059158e-169,0.9418735891647856,0.44842007434944237,0.4934535148153432
DNAJC1,27.860893,1.383186,7.949333742795208e-171,3.1284474729710174e-169,0.9249435665914221,0.3982342007434944,0.5267093658479276
LY6E,27.842686,1.1170217,1.3208049224891882e-170,5.192423218378549e-169,0.9875846501128668,0.8578066914498141,0.12977795866305264
NDUFA6,27.838127,1.183335,1.4997846107313023e-170,5.889712097936231e-169,0.9700902934537246,0.608271375464684,0.36181891798904053
DMAC1,27.823814,1.4958756,2.2348782705364534e-170,8.767046591815026e-169,0.8623024830699775,0.2853159851301115,0.576986497939866
DAZAP1,27.802294,1.5086343,4.069338392860618e-170,1.5946229676520197e-168,0.8600451467268623,0.2862453531598513,0.5737997935670109
ACLY,27.801374,1.594643,4.174930899856537e-170,1.634251026040099e-168,0.837471783295711,0.2741635687732342,0.5633082145224768
FAM98A,27.79591,1.519688,4.860825100324067e-170,1.9007072507677442e-168,0.8673814898419865,0.3104089219330855,0.556972567908901
NAT14,27.791166,1.9904788,5.54666543910478e-170,2.1665736933963173e-168,0.6946952595936795,0.13382899628252787,0.5608662633111516
WIPI1,27.763361,1.4587659,1.2019779001251573e-169,4.690020377887075e-168,0.8950338600451467,0.35920074349442377,0.535833116550723
MRPS23,27.760487,1.5324183,1.3019445294510004e-169,5.063886267577749e-168,0.8397291196388262,0.25092936802973975,0.5887997516090865
B3GALT6,27.731068,2.9655018,2.948155660979101e-169,1.1454617536288227e-167,0.5778781038374717,0.047397769516728624,0.5304803343207432
EDEM2,27.715664,2.3525367,4.5211579798540324e-169,1.754765451353739e-167,0.6303611738148984,0.08782527881040893,0.5425358950044895
POLR2E,27.713625,1.2359575,4.784315550116424e-169,1.854935901845986e-167,0.9514672686230248,0.5478624535315985,0.4036048150914263
RPS24,27.685211,0.4104897,1.0521517833402424e-168,4.070692946115525e-167,0.9988713318284425,0.9990706319702602,-0.0001993001418177931
MRPL55,27.67925,1.3948064,1.2411609835208393e-168,4.7918240503019746e-167,0.917607223476298,0.3638475836431227,0.5537596398331752
EEF1E1,27.668264,1.5986627,1.6828251845764076e-168,6.490137171285197e-167,0.7934537246049661,0.21189591078066913,0.5815578138242969
PDCD5,27.654406,0.9764724,2.470366007823975e-168,9.517410093300787e-167,0.981941309255079,0.8159851301115242,0.16595617914355487
MRPL4,27.653894,1.4052347,2.5054772463463913e-168,9.642530727263714e-167,0.909706546275395,0.37732342007434944,0.5323831262010457
G6PC3,27.644028,1.9056761,3.2925744756182613e-168,1.2658427080633231e-166,0.7025959367945824,0.1412639405204461,0.5613319962741363
GTPBP6,27.63859,1.5966711,3.8272165637446844e-168,1.4698439268946006e-166,0.7974040632054176,0.21236059479553904,0.5850434684098785
SHB,27.621716,2.2142127,6.104508388949507e-168,2.3419812058233956e-166,0.6506772009029346,0.10780669144981413,0.5428705094531204
PSMD14,27.604443,1.4376054,9.84132199672311e-168,3.7716480113095896e-166,0.8939051918735892,0.35223048327137546,0.5416747086022138
GOLT1B,27.562622,1.4033962,3.1239504695278206e-167,1.1959894056978896e-165,0.9040632054176072,0.3722118959107807,0.5318513095068265
ACP1,27.55986,1.2220206,3.3712620188929326e-167,1.289322778385385e-165,0.9525959367945824,0.5269516728624535,0.42564426393212895
AP3D1,27.554354,1.5177884,3.92454836589573e-167,1.499357726427805e-165,0.840293453724605,0.26812267657992567,0.5721707771446793
COPB2,27.551777,1.1393781,4.213694307464252e-167,1.6081461069154498e-165,0.9633182844243793,0.6431226765799256,0.32019560784445367
SRI,27.547176,1.0461813,4.7839521501562925e-167,1.8238817572470864e-165,0.9712189616252822,0.7397769516728625,0.2314420099524197
WNT2,27.545618,4.3675194,4.993925209279609e-167,1.9019527852199136e-165,0.5383747178329571,0.02462825278810409,0.513746465044853
SLC35B1,27.540903,1.5628854,5.687350849449822e-167,2.163794605923737e-165,0.8211060948081265,0.245817843866171,0.5752882509419555
C3orf14,27.536245,1.6300542,6.466812152843129e-167,2.457791534725426e-165,0.7663656884875847,0.19330855018587362,0.5730571383017111
TUBB,27.522045,0.8074753,9.56501303048618e-167,3.6277666001636703e-165,0.9966139954853274,0.9651486988847584,0.03146529660056896
MTX1,27.512505,1.5188189,1.2441437969890262e-166,4.713836746355938e-165,0.8391647855530474,0.26161710037174724,0.5775476851813002
SHKBP1,27.476387,2.1177442,3.362699055625014e-166,1.272748556730874e-164,0.6455981941309256,0.09851301115241635,0.5470851829785092
CYB561D2,27.448242,2.0570107,7.291419066648236e-166,2.7511952354569637e-164,0.6591422121896162,0.1087360594795539,0.5504061527100623
RHOG,27.443783,1.466049,8.242133040571588e-166,3.1067154406273956e-164,0.8893905191873589,0.36477695167286245,0.5246135675144965
MANF,27.428535,1.2138159,1.253031592471169e-165,4.718205379058105e-164,0.9525959367945824,0.6189591078066915,0.33363682898789093
SH3GL1,27.423141,1.3120202,1.4530977313333984e-165,5.4659174683250136e-164,0.9294582392776524,0.4586431226765799,0.47081511660107245
YIPF3,27.412651,1.263948,1.93810986207326e-165,7.28283582668186e-164,0.9514672686230248,0.49535315985130113,0.45611410877172365
MPV17,27.38806,1.4924914,3.805426903829313e-165,1.4270350889359924e-163,0.8363431151241535,0.2569702602230483,0.5793728549011052
