source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,condition
Myeloid,Pericyte_SMC,TGFB1,VASN,0.22150862,0.0,0.049059533,0.1778921571077375,0.41959364624812323,0.07943306,0.7481611,0.42619998930790215,0.2947632386238226,Keloid
Myeloid,Pericyte_SMC,TIMP2,ITGB1,1.0690823,0.0,0.83083934,0.22983165504308553,0.5097798530209998,0.043901887,0.9243889,0.7318336748012351,0.297309804510278,Keloid
Myeloid,Pericyte_SMC,LUM,ITGB1,1.0674284,0.0,0.82545525,0.1472938373699447,0.15170241695075082,0.030316822,0.9241614,1.0,0.3001862507692489,Keloid
Fibroblast,Pericyte_SMC,HSPG2,ITGB1,1.057119,0.0,0.7918932,0.378624060408439,0.7497617773512735,0.07873161,0.9226939,0.12836094532237202,0.30694189763543145,Keloid
Myeloid,Pericyte_SMC,TGFB1,ITGB5,0.22277737,0.0,0.049628098,0.10796479282617136,0.23429560567017205,0.051923316,0.7492451,0.7768208924189586,0.3146406969036819,Keloid
Keratinocyte,Fibroblast,LGALS1,ITGB1,1.0446221,1.0,0.8448053,-0.1414561082123444,-0.7450814686627425,0.01361834,0.9249694,1.0,0.3226121790238087,Keloid
Myeloid,Fibroblast,VEGFA,ITGB1,1.0340801,0.0,0.8123144,0.4335183127970789,0.9144706526501478,0.103698924,0.9235971,0.07762764502292402,0.3335677783236214,Keloid
Fibroblast,Keratinocyte,FBLN1,ITGB1,1.0306063,0.0,0.78008705,0.41606463689141737,0.6483920699719481,0.054475516,0.92215645,0.4201653943869615,0.3375880039579601,Keloid
Myeloid,Fibroblast,TIMP2,ITGB1,1.0257323,0.0,0.7865854,0.19566910159017478,0.29751773327913744,0.041563492,0.9224537,0.8305016309832578,0.34365443539299495,Keloid
Myeloid,Fibroblast,LUM,ITGB1,1.0240784,0.0,0.7814881,0.11313128391703395,-0.06055970279111156,0.028702023,0.9222208,1.0,0.3456862038965297,Keloid
Pericyte_SMC,Myeloid,FN1,CD44,1.0138121,0.0,0.98491114,0.1919280961003016,0.3338768684568425,0.047620676,0.9301235,0.6085335040694703,0.35591616877575327,Keloid
Fibroblast,Fibroblast,HSPG2,ITGB1,1.0137689,0.0,0.74971366,0.34446150695552824,0.5374996576094111,0.07453804,0.920719,0.15868148392791337,0.3569456718766725,Keloid
Fibroblast,Fibroblast,FN1,SDC2,1.3201684,0.0,0.6627825,0.6677965221263741,1.4207874665932665,0.15379594,0.91610265,0.07762764502292402,0.3610754444433176,Keloid
Fibroblast,T_cell,VCAN,ITGB1,1.0090685,0.0,0.93233687,0.3800671572417931,0.8192990279315604,0.06617573,0.9283196,0.2422966782334094,0.3621108661762701,Keloid
Fibroblast,T_cell,TIMP2,ITGB1,1.0065265,0.0,0.92869675,0.2641291364038158,0.4937667933764174,0.049072713,0.92818934,0.5586364717988659,0.3662640612147546,Keloid
T_cell,Pericyte_SMC,TGFB1,ITGB1,1.0125793,0.0,0.6468953,0.44041677260920337,1.059750394024364,0.103088886,0.91516554,0.07762764502292402,0.3756767548206511,Keloid
Fibroblast,Endothelial,FBN1,ITGB1,0.9981609,0.0,0.99632275,0.40858052621056223,0.7235488199472025,0.085358776,0.93049693,0.09484564425424008,0.3767283893527048,Keloid
Fibroblast,Endothelial,FN1,ROBO4,1.3156518,0.0,0.64146924,0.849012425331537,1.6864912251004458,0.3732962,0.914838,0.0028261124741503947,0.37778117468570077,Keloid
Pericyte_SMC,Pericyte_SMC,FBN1,ITGB1,1.0108795,0.0,0.6413615,0.28264861331504265,0.6288145330205112,0.05494789,0.91483146,0.40926866988961036,0.3788351094187894,Keloid
Pericyte_SMC,Keratinocyte,FN1,ITGAV_ITGB1,0.71537715,0.0,0.25616625,0.14397958397163885,0.08427234942317618,0.045271024,0.871605,0.7242793258878336,0.38074745085528394,Keloid
Keratinocyte,Fibroblast,TIMP2,ITGB1,0.8529749,0.0,0.2541337,0.0228056171888123,-0.34231153992229235,0.013428528,0.87115854,1.0,0.38694266434714364,Keloid
Myeloid,Endothelial,FBLN1,ITGB1,0.6265775,1.0,0.25336376,-0.08530122882265141,-0.395599794309215,0.01769305,0.8709882,1.0,0.3892829277661065,Keloid
Endothelial,Endothelial,ADAM15,ITGB1,0.630604,0.0,0.26141447,0.21116411591058062,0.3013650693546696,0.08381529,0.8727355,0.31640294770174054,0.3892829277661065,Keloid
Fibroblast,Endothelial,SPON2,ITGB1,0.98286927,0.0,0.96574795,0.4660937998431756,0.8726733691749107,0.10301908,0.9294822,0.07762764502292402,0.39478115296918026,Keloid
Fibroblast,Endothelial,TGFB3,ENG,0.59926146,0.0,0.24979869,0.6898208614111504,1.314741930979431,0.32473564,0.8701899,0.02575780974387809,0.4011264407299838,Keloid
Fibroblast,Endothelial,CLEC11A,ITGB1,0.97865653,0.0,0.9573249,0.4321740449570706,0.7728507846364969,0.09237006,0.92919457,0.07762764502292402,0.4012308641642243,Keloid
Pericyte_SMC,Endothelial,FN1,ITGA2,0.71232426,0.0,0.24871136,0.2713179052191106,0.38869427909150484,0.09728126,0.8699434,0.19073931473968703,0.4027235579744878,Keloid
Keratinocyte,Pericyte_SMC,LUM,ITGB1,1.0021652,0.0,0.6129922,0.09980336974021564,-0.1596895338019434,0.022513608,0.9130524,1.0,0.40447081596012824,Keloid
Pericyte_SMC,Fibroblast,FN1,SDC1,0.7202313,0.0,0.2680195,0.17332673756267522,0.2462946687700182,0.05316952,0.87411475,0.44678569607965,0.40834663297371565,Keloid
Keratinocyte,Pericyte_SMC,TIMP2,ITGB1,0.8963249,0.0,0.26843148,0.05696817064172305,-0.13004942018042998,0.014184028,0.8741993,1.0,0.4107724775235527,Keloid
Fibroblast,Endothelial,TGFB3,ITGB1,0.6341764,0.0,0.26855725,0.20305443995390535,0.2623713895587376,0.08289805,0.874225,0.3815562268962954,0.4115831746343599,Keloid
T_cell,T_cell,LGALS1,ITGB1,0.9721489,1.0,0.87946725,-0.266318911148214,-0.6597159000987234,0.014177093,0.92635286,1.0,0.4142506965074584,Keloid
Pericyte_SMC,Pericyte_SMC,CXCL12,ITGB1,0.99884963,0.0,0.6021985,0.31947685257153446,0.6823807122847784,0.06723381,0.91234463,0.2261654854629782,0.4153428774350146,Keloid
Pericyte_SMC,Pericyte_SMC,FN1,CD44,0.97021514,0.0,0.87845224,0.15185340484768522,0.19203011329191955,0.042473365,0.92631346,0.7847820971400137,0.4208203079016218,Keloid
T_cell,Fibroblast,TGFB1,ITGB1,0.9692293,0.0,0.612439,0.4062542191562926,0.8474882742825016,0.09759795,0.9130165,0.07762764502292402,0.4219190700858804,Keloid
Fibroblast,Pericyte_SMC,POSTN,ITGAV_ITGB5,1.4439276,0.0,0.590571,0.5672832955708649,1.455431649787982,0.10104088,0.91156185,0.07762764502292402,0.42522190282570105,Keloid
Pericyte_SMC,Fibroblast,FBN1,ITGB1,0.9675295,0.0,0.60719997,0.24848605986213188,0.4165524132786488,0.05202114,0.9126748,0.47684751736671316,0.42522190282570105,Keloid
Myeloid,Endothelial,PLAU,ITGB1,0.6373707,0.0,0.27494404,0.13569123180926596,0.3850545014598582,0.06045388,0.8755115,0.6151641539219503,0.42969031922970735,Keloid
Endothelial,Pericyte_SMC,TIMP2,ITGB1,0.9934965,0.0,0.58477145,0.1541994201142158,0.24839668492755496,0.030899562,0.9111633,1.0,0.4307483606312406,Keloid
Pericyte_SMC,Fibroblast,POSTN,ITGAV_ITGB5,0.5668236,1.0,0.2766216,0.03711481053000175,-0.11695655233431512,0.038750917,0.87584263,1.0,0.4330385316870901,Keloid
Pericyte_SMC,Pericyte_SMC,FN1,ITGAV_ITGB1,0.72488815,0.0,0.27939102,0.16000859111981472,0.22956747605013011,0.04937543,0.87638324,0.5524688634915157,0.4389397117183745,Keloid
